"replicate","median_correlation"
1,0.0928980044056641
2,0.044317668417447
3,0.202191281020547
4,0.185474281594385
5,-0.00236881669600148
6,0.142193516494714
7,0.186482374440788
8,0.151303429104858
9,0.169154437650339
10,0.15040959744698
11,0.0505245250725791
12,0.0380411472839179
13,0.0923657059012503
14,0.110808470249117
15,0.0885404815045924
16,-0.0352045067458582
17,0.0630242869876765
18,0.0227843674317832
19,0.166229683480068
20,0.0945477685349752
21,0.14517812533638
22,0.0164536347406018
23,-0.00014786682041376
24,-0.0153659583154794
25,0.201672927570312
26,0.121124494107029
27,0.265455743953139
28,0.185515792901783
29,0.119854996769548
30,0.0897073469796397
31,0.0773886603859929
32,-0.00808239193002041
33,0.0777580774070584
34,0.200269506017078
35,-0.102246275852747
36,0.0300753622022794
37,-0.0112538171602704
38,0.0480685303803538
39,0.0396387039101926
40,0.0813994438538187
41,-0.117103725567591
42,0.261345012684865
43,0.0619656954471383
44,0.0734545282525714
45,0.204434702508597
46,0.147804346384093
47,0.115401633683601
48,0.0957338099698353
49,0.070239169459767
50,0.0253040418245144
51,-0.0995807651685237
52,-0.0133968008891828
53,-0.0456193160615706
54,0.113720353853068
55,0.125873926858232
56,0.140611445054336
57,-0.0273918179475502
58,0.126284712105509
59,0.0266476826244307
60,0.102896335067212
61,0.0214424188239724
62,0.147627241768114
63,0.192936692813613
64,0.0293635133866841
65,0.0494953729042423
66,0.135991261949905
67,0.13712707728616
68,0.191207531957047
69,0.00022295248276724
70,0.14863726185808
71,0.222111934739309
72,0.248832745131783
73,0.0249958956703019
74,0.147220881747242
75,-0.140397995387858
76,0.125672593909846
77,-0.00527322610971672
78,-0.0270404328039175
79,0.0736263113165463
80,-0.0222874072881209
81,0.133337515096348
82,0.0796378501438448
83,0.317626546640183
84,0.30215186020753
85,0.226576824677978
86,0.0235359538221613
87,0.0288175010967137
88,0.111833404395963
89,0.128406741766148
90,-0.0160094345262523
91,0.166880286067524
92,-0.00470603726445943
93,0.103925196381184
94,-0.00237800507225473
95,0.0900653979812321
96,0.172621934259245
97,0.12691594043073
98,0.0649680389300089
99,0.219048047068772
100,0.0112940516028617
101,-0.031446126689867
102,-0.0586073274240744
103,0.107532792408698
104,0.114400160474557
105,0.0418131074966952
106,-0.0280021005331422
107,0.0111612900756936
108,0.219504450055913
109,0.105446185861618
110,0.118263112150776
111,0.205424270361024
112,-0.016310561642995
113,0.009249719131922
114,0.0379916527515141
115,0.116294614248733
116,0.0818643374283573
117,0.0698517480824493
118,0.202783802647504
119,0.16015903678389
120,0.0989897886482874
121,0.16320813066018
122,0.0515290096062422
123,0.283940449696756
124,0.146308448424725
125,0.0747994324799571
126,0.179093804103638
127,0.105856753476899
128,0.0783649532230966
129,-0.0502625058479287
130,-0.0262280150934829
131,0.0398616915453007
132,0.100611001637315
133,0.103284736332344
134,0.0965155447696331
135,0.0179618116921167
136,-0.0370044200774234
137,0.0413755347264439
138,0.09846546318577
139,0.0789460265654685
140,-0.0040366738594447
141,0.0928671674210123
142,0.0953963803955598
143,-0.0113554981279096
144,0.0311991059040294
145,0.163247475618315
146,-0.0700844488835451
147,0.0182364986254749
148,0.045633637803064
149,-0.0963697232260158
150,0.0405904581870268
151,0.0914724439720851
152,-0.0714961982164959
153,0.00976644014712066
154,0.0611966283494365
155,0.0253218953332919
156,0.0853223494128826
157,-0.166475834848107
158,0.0441508143731913
159,0.0816915272694638
160,0.0441440621941949
161,0.139098545055284
162,0.134966778553681
163,0.183369942976
164,-0.0265051199628957
165,-0.0807470244829241
166,0.0533809406166234
167,0.123267140174523
168,0.088854675677807
169,0.0813209887683334
170,0.0524466750847734
171,-0.00448231256168207
172,0.160297513295309
173,0.0219219117123729
174,0.0206118496327152
175,0.093836274644207
176,0.108855257670978
177,0.0972706903116648
178,0.114498876506019
179,0.0794188514424327
180,0.0250176751568385
181,-0.0233320136560286
182,-0.0121220320805164
183,0.149723896368511
184,-0.0769449045935959
185,0.116534193193054
186,0.064686288471769
187,0.201431562927952
188,0.0509166752762973
189,-0.021593905451665
190,-0.0473227102148008
191,0.141944361276323
192,0.207757010750366
193,-0.000686632211129697
194,0.208455505708493
195,0.0289536029142312
196,0.207100662461812
197,-0.0210678360927548
198,0.208254195003009
199,-0.102511971941406
200,0.117723367436597
201,0.0563386007368514
202,0.00758415341141335
203,-0.043788855662227
204,0.174313684801359
205,0.11895876268968
206,0.370468037829112
207,0.036115112830363
208,-0.0645720889440375
209,0.106190241089168
210,0.0467978416078214
211,0.123787370940831
212,0.143933084841032
213,0.0265650408751551
214,0.0528990061346053
215,0.132860285601584
216,0.066545800738946
217,0.174928725333628
218,0.0201110419108693
219,0.0180755971577742
220,0.0630290331178321
221,0.142574999273746
222,-0.0133676686262345
223,0.0737669647047847
224,-0.0761055616063251
225,0.200197868531286
226,0.159505305294426
227,0.233318656100405
228,-0.0117497815571421
229,-0.078283169998317
230,-0.0613143667857203
231,0.210296066825832
232,0.0938079426223322
233,0.14362475610351
234,0.0533641831480979
235,-0.0135355083201018
236,0.164974385806828
237,0.0420892497648669
238,0.183561540867593
239,0.107449051424578
240,0.0623179922512254
241,-0.104750691394466
242,0.0586335638821633
